candidate,office,district,party,county,votes
"Troy D. Brown, Sr.",Lieutenant Governor,,Democrat,Benton,655
Jim Roberts,Lieutenant Governor,,Democrat,Benton,1661
Barbara Blackmon,Lieutenant Governor,,Democrat,Bolivar,5348
"Troy D. Brown, Sr.",Lieutenant Governor,,Democrat,Bolivar,695
Jim Roberts,Lieutenant Governor,,Democrat,Bolivar,1565
Barbara Blackmon,Lieutenant Governor,,Democrat,Calhoun,1988
"Troy D. Brown, Sr.",Lieutenant Governor,,Democrat,Calhoun,314
Jim Roberts,Lieutenant Governor,,Democrat,Calhoun,2980
Barbara Blackmon,Lieutenant Governor,,Democrat,Carroll,1982
"Troy D. Brown, Sr.",Lieutenant Governor,,Democrat,Carroll,400
Jim Roberts,Lieutenant Governor,,Democrat,Carroll,2024
Barbara Blackmon,Lieutenant Governor,,Democrat,Chickasaw,2979
"Troy D. Brown, Sr.",Lieutenant Governor,,Democrat,Chickasaw,404
Jim Roberts,Lieutenant Governor,,Democrat,Chickasaw,3573
Barbara Blackmon,Lieutenant Governor,,Democrat,Choctaw,1156
"Troy D. Brown, Sr.",Lieutenant Governor,,Democrat,Choctaw,225
Jim Roberts,Lieutenant Governor,,Democrat,Choctaw,1573
Barbara Blackmon,Lieutenant Governor,,Democrat,Claiborne,2799
"Troy D. Brown, Sr.",Lieutenant Governor,,Democrat,Claiborne,239
Jim Roberts,Lieutenant Governor,,Democrat,Claiborne,435
Barbara Blackmon,Lieutenant Governor,,Democrat,Clarke,2149
"Troy D. Brown, Sr.",Lieutenant Governor,,Democrat,Clarke,373
Jim Roberts,Lieutenant Governor,,Democrat,Clarke,1130
Barbara Blackmon,Lieutenant Governor,,Democrat,Clay,4836
"Troy D. Brown, Sr.",Lieutenant Governor,,Democrat,Clay,568
Jim Roberts,Lieutenant Governor,,Democrat,Clay,3086
Barbara Blackmon,Lieutenant Governor,,Democrat,Coahoma,3751
"Troy D. Brown, Sr.",Lieutenant Governor,,Democrat,Coahoma,818
Jim Roberts,Lieutenant Governor,,Democrat,Coahoma,1553
Barbara Blackmon,Lieutenant Governor,,Democrat,Copiah,4792
"Troy D. Brown, Sr.",Lieutenant Governor,,Democrat,Copiah,483
Jim Roberts,Lieutenant Governor,,Democrat,Copiah,2900
Barbara Blackmon,Lieutenant Governor,,Democrat,Covington,2909
"Troy D. Brown, Sr.",Lieutenant Governor,,Democrat,Covington,418
Jim Roberts,Lieutenant Governor,,Democrat,Covington,2765
Barbara Blackmon,Lieutenant Governor,,Democrat,DeSoto,836
"Troy D. Brown, Sr.",Lieutenant Governor,,Democrat,DeSoto,249
Jim Roberts,Lieutenant Governor,,Democrat,DeSoto,293
Barbara Blackmon,Lieutenant Governor,,Democrat,Forrest,4138
"Troy D. Brown, Sr.",Lieutenant Governor,,Democrat,Forrest,361
Jim Roberts,Lieutenant Governor,,Democrat,Forrest,1432
Barbara Blackmon,Lieutenant Governor,,Democrat,Franklin,1629
"Troy D. Brown, Sr.",Lieutenant Governor,,Democrat,Franklin,398
Jim Roberts,Lieutenant Governor,,Democrat,Franklin,1350
Barbara Blackmon,Lieutenant Governor,,Democrat,George,2299
"Troy D. Brown, Sr.",Lieutenant Governor,,Democrat,George,1183
Jim Roberts,Lieutenant Governor,,Democrat,George,2255
Barbara Blackmon,Lieutenant Governor,,Democrat,Greene,1732
"Troy D. Brown, Sr.",Lieutenant Governor,,Democrat,Greene,694
Jim Roberts,Lieutenant Governor,,Democrat,Greene,2341
Barbara Blackmon,Lieutenant Governor,,Democrat,Grenada,3185
"Troy D. Brown, Sr.",Lieutenant Governor,,Democrat,Grenada,513
Jim Roberts,Lieutenant Governor,,Democrat,Grenada,2087
Barbara Blackmon,Lieutenant Governor,,Democrat,Hancock,3598
"Troy D. Brown, Sr.",Lieutenant Governor,,Democrat,Hancock,1329
Jim Roberts,Lieutenant Governor,,Democrat,Hancock,1860
Barbara Blackmon,Lieutenant Governor,,Democrat,Harrison,6892
"Troy D. Brown, Sr.",Lieutenant Governor,,Democrat,Harrison,504
Jim Roberts,Lieutenant Governor,,Democrat,Harrison,1338
Barbara Blackmon,Lieutenant Governor,,Democrat,Hinds,27396
"Troy D. Brown, Sr.",Lieutenant Governor,,Democrat,Hinds,1203
Jim Roberts,Lieutenant Governor,,Democrat,Hinds,5529
Barbara Blackmon,Lieutenant Governor,,Democrat,Holmes,4561
"Troy D. Brown, Sr.",Lieutenant Governor,,Democrat,Holmes,351
Jim Roberts,Lieutenant Governor,,Democrat,Holmes,980
Barbara Blackmon,Lieutenant Governor,,Democrat,Humphreys,3035
"Troy D. Brown, Sr.",Lieutenant Governor,,Democrat,Humphreys,195
Jim Roberts,Lieutenant Governor,,Democrat,Humphreys,1283
Barbara Blackmon,Lieutenant Governor,,Democrat,Issaquena,637
"Troy D. Brown, Sr.",Lieutenant Governor,,Democrat,Issaquena,84
Jim Roberts,Lieutenant Governor,,Democrat,Issaquena,213
Barbara Blackmon,Lieutenant Governor,,Democrat,Itawamba,2518
"Troy D. Brown, Sr.",Lieutenant Governor,,Democrat,Itawamba,700
Jim Roberts,Lieutenant Governor,,Democrat,Itawamba,5244
Barbara Blackmon,Lieutenant Governor,,Democrat,Jackson,5107
"Troy D. Brown, Sr.",Lieutenant Governor,,Democrat,Jackson,503
Jim Roberts,Lieutenant Governor,,Democrat,Jackson,952
Barbara Blackmon,Lieutenant Governor,,Democrat,Jasper,3516
"Troy D. Brown, Sr.",Lieutenant Governor,,Democrat,Jasper,665
Jim Roberts,Lieutenant Governor,,Democrat,Jasper,1928
Barbara Blackmon,Lieutenant Governor,,Democrat,Jefferson,2926
"Troy D. Brown, Sr.",Lieutenant Governor,,Democrat,Jefferson,293
Jim Roberts,Lieutenant Governor,,Democrat,Jefferson,330
Barbara Blackmon,Lieutenant Governor,,Democrat,Jefferson Davis,3168
"Troy D. Brown, Sr.",Lieutenant Governor,,Democrat,Jefferson Davis,266
Jim Roberts,Lieutenant Governor,,Democrat,Jefferson Davis,1779
Barbara Blackmon,Lieutenant Governor,,Democrat,Jones,7463
"Troy D. Brown, Sr.",Lieutenant Governor,,Democrat,Jones,939
Jim Roberts,Lieutenant Governor,,Democrat,Jones,6173
Barbara Blackmon,Lieutenant Governor,,Democrat,Kemper,2232
"Troy D. Brown, Sr.",Lieutenant Governor,,Democrat,Kemper,369
Jim Roberts,Lieutenant Governor,,Democrat,Kemper,1275
Barbara Blackmon,Lieutenant Governor,,Democrat,Lafayette,2890
"Troy D. Brown, Sr.",Lieutenant Governor,,Democrat,Lafayette,590
Jim Roberts,Lieutenant Governor,,Democrat,Lafayette,3733
Barbara Blackmon,Lieutenant Governor,,Democrat,Lamar,1562
"Troy D. Brown, Sr.",Lieutenant Governor,,Democrat,Lamar,186
Jim Roberts,Lieutenant Governor,,Democrat,Lamar,729
Barbara Blackmon,Lieutenant Governor,,Democrat,Lauderdale,3275
"Troy D. Brown, Sr.",Lieutenant Governor,,Democrat,Lauderdale,182
Jim Roberts,Lieutenant Governor,,Democrat,Lauderdale,352
Barbara Blackmon,Lieutenant Governor,,Democrat,Lawrence,2747
"Troy D. Brown, Sr.",Lieutenant Governor,,Democrat,Lawrence,549
Jim Roberts,Lieutenant Governor,,Democrat,Lawrence,2231
Barbara Blackmon,Lieutenant Governor,,Democrat,Leake,2589
"Troy D. Brown, Sr.",Lieutenant Governor,,Democrat,Leake,341
Jim Roberts,Lieutenant Governor,,Democrat,Leake,1838
Barbara Blackmon,Lieutenant Governor,,Democrat,Lee,5062
"Troy D. Brown, Sr.",Lieutenant Governor,,Democrat,Lee,580
Jim Roberts,Lieutenant Governor,,Democrat,Lee,9357
Barbara Blackmon,Lieutenant Governor,,Democrat,Leflore,2813
"Troy D. Brown, Sr.",Lieutenant Governor,,Democrat,Leflore,725
Jim Roberts,Lieutenant Governor,,Democrat,Leflore,286
Barbara Blackmon,Lieutenant Governor,,Democrat,Lincoln,4066
"Troy D. Brown, Sr.",Lieutenant Governor,,Democrat,Lincoln,755
Jim Roberts,Lieutenant Governor,,Democrat,Lincoln,4933
Barbara Blackmon,Lieutenant Governor,,Democrat,Lowndes,4976
"Troy D. Brown, Sr.",Lieutenant Governor,,Democrat,Lowndes,414
Jim Roberts,Lieutenant Governor,,Democrat,Lowndes,1384
Barbara Blackmon,Lieutenant Governor,,Democrat,Madison,6471
"Troy D. Brown, Sr.",Lieutenant Governor,,Democrat,Madison,186
Jim Roberts,Lieutenant Governor,,Democrat,Madison,542
Barbara Blackmon,Lieutenant Governor,,Democrat,Marion,3993
"Troy D. Brown, Sr.",Lieutenant Governor,,Democrat,Marion,939
Jim Roberts,Lieutenant Governor,,Democrat,Marion,2982
Barbara Blackmon,Lieutenant Governor,,Democrat,Marshall,4293
"Troy D. Brown, Sr.",Lieutenant Governor,,Democrat,Marshall,1687
Jim Roberts,Lieutenant Governor,,Democrat,Marshall,2533
Barbara Blackmon,Lieutenant Governor,,Democrat,Monroe,5228
"Troy D. Brown, Sr.",Lieutenant Governor,,Democrat,Monroe,956
Jim Roberts,Lieutenant Governor,,Democrat,Monroe,6101
Barbara Blackmon,Lieutenant Governor,,Democrat,Montgomery,1775
"Troy D. Brown, Sr.",Lieutenant Governor,,Democrat,Montgomery,203
Jim Roberts,Lieutenant Governor,,Democrat,Montgomery,945
Barbara Blackmon,Lieutenant Governor,,Democrat,Neshoba,2652
"Troy D. Brown, Sr.",Lieutenant Governor,,Democrat,Neshoba,814
Jim Roberts,Lieutenant Governor,,Democrat,Neshoba,3166
Barbara Blackmon,Lieutenant Governor,,Democrat,Newton,2101
"Troy D. Brown, Sr.",Lieutenant Governor,,Democrat,Newton,585
Jim Roberts,Lieutenant Governor,,Democrat,Newton,2054
Barbara Blackmon,Lieutenant Governor,,Democrat,Noxubee,3540
"Troy D. Brown, Sr.",Lieutenant Governor,,Democrat,Noxubee,514
Jim Roberts,Lieutenant Governor,,Democrat,Noxubee,1083
Barbara Blackmon,Lieutenant Governor,,Democrat,Oktibbeha,3756
"Troy D. Brown, Sr.",Lieutenant Governor,,Democrat,Oktibbeha,379
Jim Roberts,Lieutenant Governor,,Democrat,Oktibbeha,1606
Barbara Blackmon,Lieutenant Governor,,Democrat,Panola,4104
"Troy D. Brown, Sr.",Lieutenant Governor,,Democrat,Panola,783
Jim Roberts,Lieutenant Governor,,Democrat,Panola,3234
Barbara Blackmon,Lieutenant Governor,,Democrat,Pearl River,2421
"Troy D. Brown, Sr.",Lieutenant Governor,,Democrat,Pearl River,628
Jim Roberts,Lieutenant Governor,,Democrat,Pearl River,1186
Barbara Blackmon,Lieutenant Governor,,Democrat,Perry,1757
"Troy D. Brown, Sr.",Lieutenant Governor,,Democrat,Perry,430
Jim Roberts,Lieutenant Governor,,Democrat,Perry,1696
Barbara Blackmon,Lieutenant Governor,,Democrat,Pike,5891
"Troy D. Brown, Sr.",Lieutenant Governor,,Democrat,Pike,1173
Jim Roberts,Lieutenant Governor,,Democrat,Pike,3584
Barbara Blackmon,Lieutenant Governor,,Democrat,Pontotoc,1120
"Troy D. Brown, Sr.",Lieutenant Governor,,Democrat,Pontotoc,242
Jim Roberts,Lieutenant Governor,,Democrat,Pontotoc,7641
Barbara Blackmon,Lieutenant Governor,,Democrat,Prentiss,2604
"Troy D. Brown, Sr.",Lieutenant Governor,,Democrat,Prentiss,843
Jim Roberts,Lieutenant Governor,,Democrat,Prentiss,4621
Barbara Blackmon,Lieutenant Governor,,Democrat,Quitman,1984
"Troy D. Brown, Sr.",Lieutenant Governor,,Democrat,Quitman,783
Jim Roberts,Lieutenant Governor,,Democrat,Quitman,1266
Barbara Blackmon,Lieutenant Governor,,Democrat,Rankin,3383
"Troy D. Brown, Sr.",Lieutenant Governor,,Democrat,Rankin,146
Jim Roberts,Lieutenant Governor,,Democrat,Rankin,727
Barbara Blackmon,Lieutenant Governor,,Democrat,Scott,3566
"Troy D. Brown, Sr.",Lieutenant Governor,,Democrat,Scott,807
Jim Roberts,Lieutenant Governor,,Democrat,Scott,3305
Barbara Blackmon,Lieutenant Governor,,Democrat,Sharkey,1508
"Troy D. Brown, Sr.",Lieutenant Governor,,Democrat,Sharkey,152
Jim Roberts,Lieutenant Governor,,Democrat,Sharkey,430
Barbara Blackmon,Lieutenant Governor,,Democrat,Simpson,2849
"Troy D. Brown, Sr.",Lieutenant Governor,,Democrat,Simpson,468
Jim Roberts,Lieutenant Governor,,Democrat,Simpson,2439
Barbara Blackmon,Lieutenant Governor,,Democrat,Smith,2232
"Troy D. Brown, Sr.",Lieutenant Governor,,Democrat,Smith,603
Jim Roberts,Lieutenant Governor,,Democrat,Smith,3338
Barbara Blackmon,Lieutenant Governor,,Democrat,Stone,500
"Troy D. Brown, Sr.",Lieutenant Governor,,Democrat,Stone,2091
Jim Roberts,Lieutenant Governor,,Democrat,Stone,1554
Barbara Blackmon,Lieutenant Governor,,Democrat,Sunflower,4496
"Troy D. Brown, Sr.",Lieutenant Governor,,Democrat,Sunflower,501
Jim Roberts,Lieutenant Governor,,Democrat,Sunflower,2017
Barbara Blackmon,Lieutenant Governor,,Democrat,Tallahatchie,3232
"Troy D. Brown, Sr.",Lieutenant Governor,,Democrat,Tallahatchie,576
Jim Roberts,Lieutenant Governor,,Democrat,Tallahatchie,1929
Barbara Blackmon,Lieutenant Governor,,Democrat,Tate,2130
"Troy D. Brown, Sr.",Lieutenant Governor,,Democrat,Tate,664
Jim Roberts,Lieutenant Governor,,Democrat,Tate,1811
Barbara Blackmon,Lieutenant Governor,,Democrat,Tippah,1985
"Troy D. Brown, Sr.",Lieutenant Governor,,Democrat,Tippah,1222
Jim Roberts,Lieutenant Governor,,Democrat,Tippah,4898
Barbara Blackmon,Lieutenant Governor,,Democrat,Tishomingo,2736
"Troy D. Brown, Sr.",Lieutenant Governor,,Democrat,Tishomingo,814
Jim Roberts,Lieutenant Governor,,Democrat,Tishomingo,3505
Barbara Blackmon,Lieutenant Governor,,Democrat,Tunica,1232
"Troy D. Brown, Sr.",Lieutenant Governor,,Democrat,Tunica,473
Jim Roberts,Lieutenant Governor,,Democrat,Tunica,647
Barbara Blackmon,Lieutenant Governor,,Democrat,Union,1925
"Troy D. Brown, Sr.",Lieutenant Governor,,Democrat,Union,585
Jim Roberts,Lieutenant Governor,,Democrat,Union,5711
Barbara Blackmon,Lieutenant Governor,,Democrat,Walthall,2457
"Troy D. Brown, Sr.",Lieutenant Governor,,Democrat,Walthall,808
Jim Roberts,Lieutenant Governor,,Democrat,Walthall,2119
Barbara Blackmon,Lieutenant Governor,,Democrat,Warren,4108
"Troy D. Brown, Sr.",Lieutenant Governor,,Democrat,Warren,288
Jim Roberts,Lieutenant Governor,,Democrat,Warren,1004
Barbara Blackmon,Lieutenant Governor,,Democrat,Washington,8063
"Troy D. Brown, Sr.",Lieutenant Governor,,Democrat,Washington,900
Jim Roberts,Lieutenant Governor,,Democrat,Washington,1620
Barbara Blackmon,Lieutenant Governor,,Democrat,Wayne,3443
"Troy D. Brown, Sr.",Lieutenant Governor,,Democrat,Wayne,875
Jim Roberts,Lieutenant Governor,,Democrat,Wayne,3421
Barbara Blackmon,Lieutenant Governor,,Democrat,Webster,1513
"Troy D. Brown, Sr.",Lieutenant Governor,,Democrat,Webster,334
Jim Roberts,Lieutenant Governor,,Democrat,Webster,2094
Barbara Blackmon,Lieutenant Governor,,Democrat,Wilkinson,2364
"Troy D. Brown, Sr.",Lieutenant Governor,,Democrat,Wilkinson,668
Jim Roberts,Lieutenant Governor,,Democrat,Wilkinson,847
Barbara Blackmon,Lieutenant Governor,,Democrat,Winston,3803
"Troy D. Brown, Sr.",Lieutenant Governor,,Democrat,Winston,648
Jim Roberts,Lieutenant Governor,,Democrat,Winston,3119
Barbara Blackmon,Lieutenant Governor,,Democrat,Yalobusha,2381
"Troy D. Brown, Sr.",Lieutenant Governor,,Democrat,Yalobusha,855
Jim Roberts,Lieutenant Governor,,Democrat,Yalobusha,2167
Barbara Blackmon,Lieutenant Governor,,Democrat,Yazoo,2553
"Troy D. Brown, Sr.",Lieutenant Governor,,Democrat,Yazoo,179
Jim Roberts,Lieutenant Governor,,Democrat,Yazoo,1391
Barbara Blackmon,Lieutenant Governor,,Democrat,,283177
Jim Roberts,Lieutenant Governor,,Democrat,,194204
"Troy D. Brown, Sr.",Lieutenant Governor,,Democrat,,49515
Eric Clark,Secretary of State,,Democrat,Adams,7033
Eric Clark,Secretary of State,,Democrat,Alcorn,6968
Eric Clark,Secretary of State,,Democrat,Amite,4300
Eric Clark,Secretary of State,,Democrat,Attala,5485
Eric Clark,Secretary of State,,Democrat,Benton,3127
Eric Clark,Secretary of State,,Democrat,Bolivar,4816
Eric Clark,Secretary of State,,Democrat,Calhoun,4829
Eric Clark,Secretary of State,,Democrat,Carroll,
Eric Clark,Secretary of State,,Democrat,Chickasaw,
Eric Clark,Secretary of State,,Democrat,Choctaw,
Eric Clark,Secretary of State,,Democrat,Claiborne,2865
Eric Clark,Secretary of State,,Democrat,Clarke,3540
Eric Clark,Secretary of State,,Democrat,Clay,7744
Eric Clark,Secretary of State,,Democrat,Coahoma,
Eric Clark,Secretary of State,,Democrat,Copiah,7415
Eric Clark,Secretary of State,,Democrat,Covington,5284
Eric Clark,Secretary of State,,Democrat,DeSoto,
Eric Clark,Secretary of State,,Democrat,Forrest,6380
Eric Clark,Secretary of State,,Democrat,Franklin,3140
Eric Clark,Secretary of State,,Democrat,George,
Eric Clark,Secretary of State,,Democrat,Greene,4381
Eric Clark,Secretary of State,,Democrat,Grenada,5160
Eric Clark,Secretary of State,,Democrat,Hancock,6309
Eric Clark,Secretary of State,,Democrat,Harrison,
Eric Clark,Secretary of State,,Democrat,Hinds,29148
Eric Clark,Secretary of State,,Democrat,Holmes,
Eric Clark,Secretary of State,,Democrat,Humphreys,
Eric Clark,Secretary of State,,Democrat,Issaquena,746
Eric Clark,Secretary of State,,Democrat,Itawamba,7784
Eric Clark,Secretary of State,,Democrat,Jackson,5959
Eric Clark,Secretary of State,,Democrat,Jasper,5804
Eric Clark,Secretary of State,,Democrat,Jefferson,3028
Eric Clark,Secretary of State,,Democrat,Jefferson Davis,
Eric Clark,Secretary of State,,Democrat,Jones,14027
Eric Clark,Secretary of State,,Democrat,Kemper,
Eric Clark,Secretary of State,,Democrat,Lafayette,6564
Eric Clark,Secretary of State,,Democrat,Lamar,2216
Eric Clark,Secretary of State,,Democrat,Lauderdale,3126
Eric Clark,Secretary of State,,Democrat,Lawrence,
Eric Clark,Secretary of State,,Democrat,Leake,4480
Eric Clark,Secretary of State,,Democrat,Lee,12542
Eric Clark,Secretary of State,,Democrat,Leflore,2231
Eric Clark,Secretary of State,,Democrat,Lincoln,9306
Eric Clark,Secretary of State,,Democrat,Lowndes,
Eric Clark,Secretary of State,,Democrat,Madison,5677
Eric Clark,Secretary of State,,Democrat,Marion,7583
Eric Clark,Secretary of State,,Democrat,Marshall,7090
Eric Clark,Secretary of State,,Democrat,Monroe,
Eric Clark,Secretary of State,,Democrat,Montgomery,
Eric Clark,Secretary of State,,Democrat,Neshoba,6521
Eric Clark,Secretary of State,,Democrat,Newton,
Eric Clark,Secretary of State,,Democrat,Noxubee,
Eric Clark,Secretary of State,,Democrat,Oktibbeha,4876
Eric Clark,Secretary of State,,Democrat,Panola,6836
Eric Clark,Secretary of State,,Democrat,Pearl River,3910
Eric Clark,Secretary of State,,Democrat,Perry,3649
Eric Clark,Secretary of State,,Democrat,Pike,
Eric Clark,Secretary of State,,Democrat,Pontotoc,7596
Eric Clark,Secretary of State,,Democrat,Prentiss,6962
Eric Clark,Secretary of State,,Democrat,Quitman,
Eric Clark,Secretary of State,,Democrat,Rankin,3819
Eric Clark,Secretary of State,,Democrat,Scott,7283
Eric Clark,Secretary of State,,Democrat,Sharkey,1745
Eric Clark,Secretary of State,,Democrat,Simpson,
Eric Clark,Secretary of State,,Democrat,Smith,
Eric Clark,Secretary of State,,Democrat,Stone,3701
Eric Clark,Secretary of State,,Democrat,Sunflower,
Eric Clark,Secretary of State,,Democrat,Tallahatchie,
Eric Clark,Secretary of State,,Democrat,Tate,
Eric Clark,Secretary of State,,Democrat,Tippah,
Eric Clark,Secretary of State,,Democrat,Tishomingo,6447
Eric Clark,Secretary of State,,Democrat,Tunica,2101
Eric Clark,Secretary of State,,Democrat,Union,7472
Eric Clark,Secretary of State,,Democrat,Walthall,4826
Eric Clark,Secretary of State,,Democrat,Warren,4762
Eric Clark,Secretary of State,,Democrat,Washington,
Eric Clark,Secretary of State,,Democrat,Wayne,7499
Eric Clark,Secretary of State,,Democrat,Webster,
Eric Clark,Secretary of State,,Democrat,Wilkinson,3053
Eric Clark,Secretary of State,,Democrat,Winston,6981
Eric Clark,Secretary of State,,Democrat,Yalobusha,
Eric Clark,Secretary of State,,Democrat,Yazoo,
Eric Clark,Secretary of State,,Democrat,,316126
Gary Anderson,State Treasurer,,Democrat,Adams,2656
Cindy Ayers Elliott,State Treasurer,,Democrat,Adams,2447
Robert H. “Rob” Smith,State Treasurer,,Democrat,Adams,2489
Gary Anderson,State Treasurer,,Democrat,Alcorn,2989
Cindy Ayers Elliott,State Treasurer,,Democrat,Alcorn,1968
Robert H. “Rob” Smith,State Treasurer,,Democrat,Alcorn,2547
Gary Anderson,State Treasurer,,Democrat,Amite,2356
Cindy Ayers Elliott,State Treasurer,,Democrat,Amite,1135
Robert H. “Rob” Smith,State Treasurer,,Democrat,Amite,1491
Gary Anderson,State Treasurer,,Democrat,Attala,1632
Cindy Ayers Elliott,State Treasurer,,Democrat,Attala,1484
Robert H. “Rob” Smith,State Treasurer,,Democrat,Attala,2572
Gary Anderson,State Treasurer,,Democrat,Benton,1022
Cindy Ayers Elliott,State Treasurer,,Democrat,Benton,2087
Robert H. “Rob” Smith,State Treasurer,,Democrat,Benton,741
Gary Anderson,State Treasurer,,Democrat,Bolivar,2703
Cindy Ayers Elliott,State Treasurer,,Democrat,Bolivar,1151
Robert H. “Rob” Smith,State Treasurer,,Democrat,Bolivar,1632
Gary Anderson,State Treasurer,,Democrat,Calhoun,2351
Cindy Ayers Elliott,State Treasurer,,Democrat,Calhoun,930
Robert H. “Rob” Smith,State Treasurer,,Democrat,Calhoun,1669
Gary Anderson,State Treasurer,,Democrat,Carroll,1443
Cindy Ayers Elliott,State Treasurer,,Democrat,Carroll,956
Robert H. “Rob” Smith,State Treasurer,,Democrat,Carroll,1750
Gary Anderson,State Treasurer,,Democrat,Chickasaw,2308
Cindy Ayers Elliott,State Treasurer,,Democrat,Chickasaw,1677
Robert H. “Rob” Smith,State Treasurer,,Democrat,Chickasaw,2636
Gary Anderson,State Treasurer,,Democrat,Choctaw,913
Cindy Ayers Elliott,State Treasurer,,Democrat,Choctaw,479
Robert H. “Rob” Smith,State Treasurer,,Democrat,Choctaw,1387
Gary Anderson,State Treasurer,,Democrat,Claiborne,1458
Cindy Ayers Elliott,State Treasurer,,Democrat,Claiborne,807
Robert H. “Rob” Smith,State Treasurer,,Democrat,Claiborne,740
Gary Anderson,State Treasurer,,Democrat,Clarke,1289
Cindy Ayers Elliott,State Treasurer,,Democrat,Clarke,892
Robert H. “Rob” Smith,State Treasurer,,Democrat,Clarke,1275
Gary Anderson,State Treasurer,,Democrat,Clay,2131
Cindy Ayers Elliott,State Treasurer,,Democrat,Clay,1607
Robert H. “Rob” Smith,State Treasurer,,Democrat,Clay,4412
Gary Anderson,State Treasurer,,Democrat,Coahoma,2126
Cindy Ayers Elliott,State Treasurer,,Democrat,Coahoma,1375
Robert H. “Rob” Smith,State Treasurer,,Democrat,Coahoma,1839
Gary Anderson,State Treasurer,,Democrat,Copiah,2620
Cindy Ayers Elliott,State Treasurer,,Democrat,Copiah,1538
Robert H. “Rob” Smith,State Treasurer,,Democrat,Copiah,3303
Gary Anderson,State Treasurer,,Democrat,Covington,2194
Cindy Ayers Elliott,State Treasurer,,Democrat,Covington,973
Robert H. “Rob” Smith,State Treasurer,,Democrat,Covington,2792
Gary Anderson,State Treasurer,,Democrat,DeSoto,521
Cindy Ayers Elliott,State Treasurer,,Democrat,DeSoto,535
Robert H. “Rob” Smith,State Treasurer,,Democrat,DeSoto,275
Gary Anderson,State Treasurer,,Democrat,Forrest,2334
Cindy Ayers Elliott,State Treasurer,,Democrat,Forrest,1207
Robert H. “Rob” Smith,State Treasurer,,Democrat,Forrest,2032
Gary Anderson,State Treasurer,,Democrat,Franklin,1169
Cindy Ayers Elliott,State Treasurer,,Democrat,Franklin,811
Robert H. “Rob” Smith,State Treasurer,,Democrat,Franklin,1221
Gary Anderson,State Treasurer,,Democrat,George,2114
Cindy Ayers Elliott,State Treasurer,,Democrat,George,1177
Robert H. “Rob” Smith,State Treasurer,,Democrat,George,2364
Gary Anderson,State Treasurer,,Democrat,Greene,1619
Cindy Ayers Elliott,State Treasurer,,Democrat,Greene,923
Robert H. “Rob” Smith,State Treasurer,,Democrat,Greene,2052
Gary Anderson,State Treasurer,,Democrat,Grenada,1822
Cindy Ayers Elliott,State Treasurer,,Democrat,Grenada,1562
Robert H. “Rob” Smith,State Treasurer,,Democrat,Grenada,1918
Gary Anderson,State Treasurer,,Democrat,Hancock,2104
Cindy Ayers Elliott,State Treasurer,,Democrat,Hancock,1966
Robert H. “Rob” Smith,State Treasurer,,Democrat,Hancock,2577
Gary Anderson,State Treasurer,,Democrat,Harrison,3729
Cindy Ayers Elliott,State Treasurer,,Democrat,Harrison,2730
Robert H. “Rob” Smith,State Treasurer,,Democrat,Harrison,1811
Gary Anderson,State Treasurer,,Democrat,Hinds,16762
Cindy Ayers Elliott,State Treasurer,,Democrat,Hinds,6823
Robert H. “Rob” Smith,State Treasurer,,Democrat,Hinds,8128
Gary Anderson,State Treasurer,,Democrat,Holmes,3157
Cindy Ayers Elliott,State Treasurer,,Democrat,Holmes,797
Robert H. “Rob” Smith,State Treasurer,,Democrat,Holmes,1505
Gary Anderson,State Treasurer,,Democrat,Humphreys,1840
Cindy Ayers Elliott,State Treasurer,,Democrat,Humphreys,869
Robert H. “Rob” Smith,State Treasurer,,Democrat,Humphreys,1332
Gary Anderson,State Treasurer,,Democrat,Issaquena,305
Cindy Ayers Elliott,State Treasurer,,Democrat,Issaquena,184
Robert H. “Rob” Smith,State Treasurer,,Democrat,Issaquena,262
Gary Anderson,State Treasurer,,Democrat,Itawamba,2619
Cindy Ayers Elliott,State Treasurer,,Democrat,Itawamba,2260
Robert H. “Rob” Smith,State Treasurer,,Democrat,Itawamba,3240
Gary Anderson,State Treasurer,,Democrat,Jackson,2412
Cindy Ayers Elliott,State Treasurer,,Democrat,Jackson,2162
Robert H. “Rob” Smith,State Treasurer,,Democrat,Jackson,1581
Gary Anderson,State Treasurer,,Democrat,Jasper,2778
Cindy Ayers Elliott,State Treasurer,,Democrat,Jasper,1159
Robert H. “Rob” Smith,State Treasurer,,Democrat,Jasper,1992
Gary Anderson,State Treasurer,,Democrat,Jefferson,1363
Cindy Ayers Elliott,State Treasurer,,Democrat,Jefferson,988
Robert H. “Rob” Smith,State Treasurer,,Democrat,Jefferson,841
Gary Anderson,State Treasurer,,Democrat,Jefferson Davis,2920
Cindy Ayers Elliott,State Treasurer,,Democrat,Jefferson Davis,730
Robert H. “Rob” Smith,State Treasurer,,Democrat,Jefferson Davis,1328
Gary Anderson,State Treasurer,,Democrat,Jones,6085
Cindy Ayers Elliott,State Treasurer,,Democrat,Jones,2627
Robert H. “Rob” Smith,State Treasurer,,Democrat,Jones,5415
Gary Anderson,State Treasurer,,Democrat,Kemper,1481
Cindy Ayers Elliott,State Treasurer,,Democrat,Kemper,696
Robert H. “Rob” Smith,State Treasurer,,Democrat,Kemper,1577
Gary Anderson,State Treasurer,,Democrat,Lafayette,3651
Cindy Ayers Elliott,State Treasurer,,Democrat,Lafayette,1630
